Word	Prefix	Stem	Tone	POS	Class	Gloss	No	Note	Dialect
agakabire	aga	kabire	LHLLL	a.	6	"exhausted, dead"	1351		
agakiine	agaki	ine	LLLLL	v.	6	which/it/they still has/have	1352		
agakiri	agaki	ri	LLLL	v.	6	which/it/they still is/are	1353		
agakuzire	aga	kuzire	LHLLL	a.	6	full-grown	1354		
agamwe	aga	mwe	LHL	a.	6	some; one	1355	"(e.g., meaning)"	
agamweija	aga	mweija	LLHLL	a.	6	the others (of two groups)	1356		
agandi	aga	ndi	LFL	a.	6	other(s)	1357		
ago	ago		LL	a.	6	"that, those"	1358		
egobore	e	gobore	LLHL	n.	9?	zither	1359		
gombi	g	ombi	FL	a.	6	both	1360		
gonka	g	onka	HL	a.	6	"only, alone; itself, themselves"	1361		
gonna	g	onna	LL	a.	6	all four	1362	(pron. g——na)	
*gonshatu	g	onshatu	HHL	a.	6	all three	1363		
gontaano	g	ontaano	HLLL	a.	6	all five	1364		
agookize	ago	okize	LHHLL	a.	6	roasted	1365		
goona	g	oona	HLL	a.	6	all (see also gonna)	1366		
egoonya	e	goonya	LHHL	n.	10-Sep	crocodile(s)	1367		(K)
egooro	e	gooro	LHLL	n.	10-Sep	goal-post(s)	1368	< Engl.	
egooti	e	gooti	LHHL	n.	10-Sep	coat(s)	1369	< Engl.	(K)
agu	agu		LL	a.	6	which (objective)	1370		
ogu	ogu		LL	a.	"3, 1?"	whom (objective)	1371		
ogucureire	ogu	cureire	LHLLLL	a.	"3, 1?"	"calm, quiet"	1372		
ogufiire	ogu	fiire	LHLLL	a.	"3, 1?"	dead	1373		
*ogugarami	ogu	garami	LHLLL	a.	"3, 1?"	wide	1374		
oguhereire	ogu	hereire	LHLLLL	a.	"3, 1?"	nearby	1375		
oguhikire	ogu	hikire	LHLLL	a.	"3, 1?"	right	1376		
oguhuriire	ogu	huriire	LHLLLL	a.	"3, 1?"	living	1377		
oguhweire	ogu	hweire	LHLLL	a.	"3, 1?"	past	1378		
ogukiine	oguki	ine	LLLLL	v.	"3, 1?"	which/it still has	1379		
ogukiri	oguki	ri	LLLL	v.	"3, 1?"	which/it still is	1380		
ogukuzire	ogu	kuzire	LHLLL	a.	"3, 1?"	"old, full-grown"	1381		
ogumwe	ogu	mwe	LHL	a.	"3, 1?"	(the) one	1382		
ogumweija	ogu	mweija	LLHLL	a.	"3, 1?"	the other (of two)	1383		
ogundi	ogu	ndi	LFL	a.	"3, 1?"	(an)other	1384		
eguniya	e	guniya	LLHL	n.	9?	"gunny, sacking"	1385		
gunu	gu	nu	HL	a.	3	this	1386		(N)
gurahe?	gu	rahe	LLL	a.	3	where is it?	1387		(K)
gurahi?	gu	rahi	LLL	a.	3	where is it?	1388		
oguri	ogu	ri	LLL	v.	3	which/it is	1389		
guri	gu	ri	HL	a.	3	that over there	1390		(N)
oguriho	ogu	riho	LLLL	a.	3	which/it is there; there is	1391		
guriini		guriini	LHLL	n.		ekya gur’“ni: green	1392	< Engl.	
ogurikubira	oguriku	bira	LLHLLL	a.	3	boiling	1393		
ogurikufuka	ogu	rikufuka	LLHLLL	a.	3	cold	1394		
ogurikumiza	ogu	rikumiza	LLHLLL	a.	3	deep	1395		
ogurikutagata	ogu	rikutagata	LLHLLLL	a.	3	warm	1396		
ogurikutukura	ogu	rikutukura	LLHLLLL	a.	3	red	1397		
ogurikwera	ogu	rikwera	LLLFL	a.	3	white	1398		
ogurikwiragura	ogu	rikwiragura	LLLHLLL	a.	3	black	1399		
ogurikwotsya	ogu	rikwotsya	LLHLL	a.	3	hot	1400		
ogurimu	ogu	rimu	LLLL	v.	3	which/it is in it; there is in it	1401		
guriya	gu	riya	HLL	a.	3	that over there	1402		
oguriyo	ogu	riyo	LLLL	v.	3	which/it is there	1403		
ah'	ah	'	L	i.	16	where (relative)	1404		
aha	aha		LL	i.	16	"on, at, to; about "	1405	"(e.g., ah‡ mbwa: about dogs) ???"	
ha			L	i.		there is no	1406		
haaha?	haa	ha	LLL	a.	16	which (place)?	1407		
ahabuso	aha	buso	LLHL	n.	16	the front of a thing	1408		
ahabwa	aha	bwa	LLL	i.	16	for; because of	1409		
ahabwabo	aha	bwabo	LLFL	i.	16	for them	1410		
ahabwaitu	aha	bwaitu	LLHLL	i.	16	for us	1411		
ahabwangye	aha	bwangye	LLLL	i.	16	for me	1412		
ahabwanyu	aha	bwanyu	LLFL	i.	16	for you (pl.)	1413		
ahabwawe	aha	bwawe	LLLL	i.	16	for you (sing.)	1414		
ahabwe	aha	bwe	LLL	i.	16	for him/her	1415		
ahabw'ekyo	aha	bw'ekyo	LLFL	i.	16	therefore	1416		
ahabw'okuba	aha	bw'okuba	LLHHL	i.	16	because; because of	1417		
ahabya	aha	bya	LLL	i.	16	"about, concerning"	1418		
*hagarami	ha	garami	HLLL	a.	16	"open, spacious place(s)"	1419		
ahagati	aha	gati	LLHL	i.	16	between; hag‡ti y'Žm’ti: among the trees	1420		
ahagufu	aha	gufu	LLHL	i.	16	in brief; kœcwa ahagœfu: make notes	1421		
hahango	ha	hango	LFL	a.	16	"wide, spacious"	1422		
ahaifo	ah	aifo	LHHL	i.	16	below; ah‡’fo ya: lower than	1423		
ahaiguru	aha	iguru	LLLLL	i.	16	at the top; upwards; ahaiguru y'ŽmŽŽza: above the table	1424		
ahaihi	aha	ihi	LLLL	i.	16	near; haihi n'—mœti: near the tree	1425		
ahaine	aha	ine	LLLL	v.	16	(where) there is/are	1426		
haingi	ha	ingi	HLL	i.	16	in many places	1427		
ahaka	aha	ka	LLL	i.	16	on the compound	1428		
ahakiine	aha	kiine	LLLLL	v.	16	(where) there still is/are	1429		
ahakiri	aha	kiri	LLLL	v.	16	(where) there still is/are	1430		
ahakuba	aha	kuba	LLLL	i.	16	because	1431		(A)
hakuru	ha	kuru	LHL	a.	16	important place(s)	1432		
ahakwe	aha	kwe	LLL	i.	16	on his ground	1433		
hakye	ha	kye	HL	"i.., a."	16	a little while; just; small place(s); few place(s)	1434		
ahamaisho	aha	maisho	LLHLL	n.	16	face(s)	1435		
*ahamutwe	aha mu	twe	LLHL	n.	16	the top (at + 'head')	1436		
ahamwe	ah	amwe	LHL	i.	16	together; h‡mwe nawe: together with him/her	1437		
ahamweija	aha	mweija	LLHLL	a.	16	the other (of two places)	1438		
ahana	ah	ana	LHL	i.	16	fourthly	1439		
ahanda	aha	nda	LLL	i.	16	kutŽŽra ahanda: wrest open	1440		
ahandi	aha	ndi	LFL	i.	16	elsewhere; somewhere; ahandi n'‡h‰ndi: here and there	1441		
hangahari	ha	ngahari	LLHL	i.	16	to one side; extra	1442		
hanguhi	ha	nguhi	HLL	a.	16	easy place(s)	1443		
ahansi	ah	ansi	LHL	i.	16	at the bottom; down; ah‡nsi y'ŽmŽŽza: under the table	1444		
ahantu	aha	ntu	LLL	"n.., i.."	16	(rarely used) place; where; to	1445		
hanu	ha	nu	HL	i.	16	here	1446		(N)
hanuuya	ha	nuuya	HLLL	i.	16	here	1447		
ahanyima	aha	nyima	LLLL	i.	16	later	1448		
haraingwa	ha	raingwa	LHHL	a.	16	"long, high place(s)"	1449		
ahare	aha	re	LLL	i.	16	far off; a long way; enju y‡ hare: far-off house	1450		
ahari	aha	ri	LLL	i.	16	"to, at, on, about, concerning (used with pronouns and proper"	1451		
ei	ei		LL	a.	5	which (objective); (house) where	1452		
iba		iba	HL	n.	1a?	(her) husband	1453		
eibaare	ei	baare	LLHLL	n.	5	stone; a slate; oilstone; den; gramophone record; a weight (	1454		
eibaati	ei	baati	LLLLL	n.	5	tin; corrugated iron	1455		
eibabi	ei	babi	LLLL	n.	5	leaf	1456		
ibabo		ibabo	LHL	n.	1a?	their husband	1457		
eibaiziro	ei	baiziro	LLLLLL	n.	5	carpenter's shop	1458		
eibandiro	ei	bandiro	LLLLL	n.	5	spirit shrine	1459		
eibanga	ei	banga	LLLL	n.	5	mystery; spell; steep slope; (K) honour	1460		
eibango	ei	bango	LLLL	n.	5	hump	1461		
eibanja	ei	banja	LLFL	n.	5	debt; duty; obligation	1462		
eibano	ei	bano	LLLL	n.	5	arrow shaft	1463		
ibanyi		ibanyi	LHL	n.	1a?	my husband	1464		
ibanyiitwe		ibanyiitwe	LHLLL	n.	1a?	our husband	1465		
eibara	ei	bara	LLHL	n.	5	spot	1466		
ibara		ibara	LHL	i.		every (precedes noun)	1467		(A)
eibaraza	ei	baraza	LLLHL	n.	5	verandah; court; parley; Orw'Ž’bar‡za: Monday	1468		
eibaruha	ei	baruha	LLLHL	n.	5	letter	1469		
eibatirizo	ei	batirizo	LLHLLL	n.	5	font	1470		
eibeere	ei	beere	LLHLL	n.	5	breast; head of maize; (A) kind of banana	1471		
eibega	ei	bega	LLLL	n.	5	shoulder; grey bean	1472		
eibenga	ei	benga	LLFL	n.	5	grass bundle in fibre	1473		
eibiba	ei	biba	LLHL	n.	5	sowing time	1474		
eibiikiro	ei	biikiro	LLHHLL	n.	5	cupboard; store; treasury	1475		
eibiri	ei	biri	LLLL	a.	5	(the) two	1476		
eibonde	ei	bonde	LLFL	n.	5	beer dregs	1477		
eibondo	ei	bondo	LLLL	n.	5	full stomach; wall of a round house	1478		
eibuga	ei	buga	LLHL	n.	5	"open, bare place; (A) rabbit den"	1479		
eibugane	ei	bugane	LLHLL	n.	5	nettlerash	1480		
eibumba	ei	bumba	LLFL	n.	5	potter's clay	1481		
eibumbiro	ei	bumbiro	LLHLL	n.	5	potter's mould	1482		
eiburiro	ei	buriro	LLHLL	n.	5	place where friends or relatives died	1483		
eicuba	ei	cuba	LLLL	n.	5	cattle water-tub; drinking trough	1484		
eicumbi	ei	cumbi	LLLL	n.	5	quarters; camp; (K) aluminium hut	1485		
eicumu	ei	cumu	LLHL	n.	5	spear; eicœmu ry'Žngoma: royal insignia	1486		
eicungiro	ei	cungiro	LLLLL	n.	5	dam	1487		
eicweka	ei	cweka	LLFL	n.	5	scarcity	1488		
eicwero	ei	cwero	LLFL	n.	5	eicwro ry'Žm‰nja: judgment-hall	1489		
eidaara	ei	daara	LLLLL	n.	5	step; grade	1490		
eiduuka	ei	duuka	LLHHL	n.	5	shop	1491	< Sw.	
eifa	ei	fa	HHL	n.	5	famine; hunger	1492		
eifaranga	ei	faranga	LLLLL	n.	5	franc	1493		
eifo			HHL	i.		down there; below	1494		
eifubo	ei	fubo	LLLL	n.	5	good breeding; politeness	1495		
eiju	ei	ju	HHL	n.	5	ash; dust	1496		
eijugo	ei	jugo	LLHL	n.	5	bell for dogs when hunting	1497		
eijwariro	ei	jwariro	LLHLL	n.	5	dressing-room	1498		
ijweri		ijweri	HHL	i.		three days ago	1499		
eikama	ei	kama	LLHL	n.	5	harshness; sternness	1500		
eikamiro	ei	kamiro	LLHLL	n.	5	milking-stall	1501		
eikanisa	ei	kanisa	LLLHL	n.	5	(P) church	1502	< Sw.	
eikanza	ei	kanza	LLLL	n.	5	a kanzu	1503		
eikara	ei	kara	LLHL	n.	5	cinder	1504		
eikoma-mahanga	ei	koma-mahanga	LLLLLHL	n.	5	pomegranate	1505		
eikomyo	ei	komyo	LLHL	n.	5	notched stick for beating barkcloth	1506		
eikondere	ei	kondere	LLLHL	n.	5	trumpet; blotched buff and black beetle which 'sings' when b	1507		
eikoora	ei	koora	LLLLL	n.	5	tea- or tobacco leaf when dry	1508		
eikora	ei	kora	LLHL	n.	5	gwine eik—ra: it is hard to do	1509		
eikorero	ei	korero	LLHLL	n.	5	workshop; factory; eik—rero ry'Žby™ma: factory	1510		
eikoryo	ei	koryo	LLLL	n.	5	first bean-leaf	1511		
"eikumi, eikumi"	ei	"kumi, eikumi"	LLLLLLHL	n.	5	(the) ten	1512		
eikungu	ei	kungu	LLLL	n.	5	vanity	1513		
eikunkumura-shungwe	ei	kunkumura-shungwe	LLLLLLLL	n.	5	beginning of the rains	1514		(A)
ikuura		ikuura	LHLL	n.	9/10«?	Ankole grasshopper(s)	1515		
eikwe	ei	kwe	HHL	n.	5	dirty marks on the hands	1516		
imwe		imwe	LL	i.	1a?	you (pl.)	1517		
eina	ei	na	HHL	a.	5	(the) four	1518		
einaabiro	ei	naabiro	LLLLLL	n.	5	bath; wash-basin	1519		
inci		inci	LL	n.	9/10?	inch(es)	1520	< Engl.	
inga			HL	i.		no; ing‡ b‰mbe: (K) certainly not	1521		(K)
ingaaha			HLLL	i.		no	1522		(K)
ingini		ingini	HLL	n.	9/10?	engine	1523	< Engl.	
einogoorero	ei	nogoorero	LLHLLLL	n.	5	potters' mould	1524		(A)
einoni	ei	noni	LLLL	n.	5	china clay; raw chalk	1525		
einugane	ei	nugane	LLHLL	n.	5	surliness	1526		
einyuukiro	ei	nyuukiro	LLLLLL	n.	5	banana press	1527		
eipapa	ei	papa	LLLL	n.	5	wing	1528		
eipapaari	ei	papaari	LLLHLL	n.	5	paw-paw	1529		
eipeera	ei	peera	LLHLL	n.	5	guava	1530		
eipeesha	ei	peesha	LLHHL	n.	5	button	1531		
eipipa	ei	pipa	LLHL	n.	5	"barrel, drum"	1532		
ira			LL	i.		formerly	1533		(A)
eiragane	ei	ragane	LLLHL	n.	5	leg ornament	1534		
eiraguriro	ei	raguriro	LLLLLL	n.	5	dispensary	1535		
eiraka	ei	raka	LLHL	n.	5	"voice; tune; sound, noise; tone"	1536		
eiramba	ei	ramba	LLFL	n.	5	kutŽra Ž’r‰mba: compliment	1537		(A)
eiramizo	ei	ramizo	LLLLL	n.	5	place of worship	1538		
eiramuriro	ei	ramuriro	LLLLLL	n.	5	law-court	1539		
iranaira			LLLLL	i.		long ago	1540		(A)
eiranzi	ei	ranzi	LLLL	n.	5	sun-ray	1541		
eirari	ei	rari	LLHL	n.	5	squint	1542		
eiraro	ei	raro	LLLL	n.	5	madness	1543		
eirashaniro	ei	rashaniro	LLLLLL	n.	5	ancient battlefield	1544		
eirebe	ei	rebe	LLHL	n.	5	water-lily	1545		
eirembo	ei	rembo	LLFL	n.	5	"gateway; friendship between giver and receiver of empaano, q"	1546		
ishezaarabo		ishezaarabo	LHLLLL	n.	1a?	their father-in-law	1547		
eishobe	ei	shobe	LLHL	n.	5	cat's cradle; tangle	1548		
eishohorero	ei	shohorero	LLLLLL	n.	5	outhouse	1549		
eishokye	ei	shokye	LLHL	n.	5	hair	1550		
eishomero	ei	shomero	LLLLL	n.	5	school	1551		
eishomo	ei	shomo	LLLL	n.	5	lesson	1552		
eishuma	ei	shuma	LLHL	n.	5	greedy longing for food	1553		
eishumi	ei	shumi	LLHL	n.	5	knot	1554		
eishunshuriro	ei	shunshuriro	LLHLLL	n.	5	ginnery	1555		(A)
eishuuku	ei	shuuku	LLHHL	n.	5	spent cartridge-case	1556		(A)
eishuushuuriro	ei	shuushuuriro	LLHHLLLL	n.	5	ginnery	1557		(K)
eishuuyo	ei	shuuyo	LLLLL	n.	5	cheek below the ear	1558		
eishwa	ei	shwa	HHL	n.	5	scrub; bush	1559		
eisibikiro	ei	sibikiro	LLLLLL	n.	5	sheep-fold; goat-pitch	1560		(K)
eisiguuriro	ei	siguuriro	LLHLLLL	n.	5	place of votive offering	1561		
eisiko	ei	siko	LLLL	n.	5	anchor	1562		
eisinga	ei	singa	LLLL	n.	5	prow; stern	1563		
Israeli			LHHL	n.		Israel	1564		
eisyanga	ei	syanga	LLHL	n.	5	millet flour with cold water	1565		
eisyazo	ei	syazo	LLFL	n.	5	whetstone	1566		(K)
eisyuku	ei	syuku	LLHL	n.	5	spent cartridge-case	1567		(K)
eitaaba	ei	taaba	LLLLL	n.	5	crater; saddle between hills	1568		
eitaagi	ei	taagi	LLHLL	n.	5	branch	1569		
eitaaha	ei	taaha	LLLLL	n.	5	entrance	1570		
eitaano	ei	taano	LLLLL	n.	5	(the) five	1571		
eitabaaza	ei	tabaaza	LLLHLL	n.	5	lamp	1572		
eitafaari	ei	tafaari	LLLHLL	n.	5	brick	1573		
eitaka	ei	taka	LLLL	n.	5	soil	1574		
eitako	ei	tako	LLHL	n.	5	hip (front)	1575		
eitama	ei	tama	LLHL	n.	5	cheek	1576		
eitambiro	ei	tambiro	LLHLL	n.	5	place of offering; altar	1577		
eitangiriro	ei	tangiriro	LLHLLL	n.	5	place of worship	1578		
eitarwe	ei	tarwe	LLHL	n.	5	open country	1579		
eiteeka	ei	teeka	LLHHL	n.	5	"law, commandment; eky'Ž’tŽŽka: of necessity"	1580		
eiteekyero	ei	teekyero	LLHHLL	n.	5	kitchen	1581		
eiteeraniro	ei	teeraniro	LLHHLLL	n.	5	meeting-place	1582		
eiteerero	ei	teerero	LLHHLL	n.	5	place for beating barkcloth	1583		
eitegura	ei	tegura	LLLLL	n.	5	tile	1584		
ejere	e	jere	LLL	n.	10-Sep	small cricket(s)	1585		(A)
ejerere	e	jerere	LLLL	n.	10-Sep	small cricket(s)	1586		
juba			LL	i.		recently; soon; quickly	1587		
ejuuma	e	juuma	LHHL	n.	9/10?	a 'doormat' or 'yes-man'; insignificant person(s)	1588		(A)
ak'	ak	'	L	a.	12	of	1589		
aka	aka		LL	a.	12	of	1590		
eka	e	ka	LL	n.		"home, family"	1591		
ka			L	i.		let us...; how.. !	1592		
akaabunga	aka	abunga	LLLFL	n.	12	the air; space	1593		
kaabwanjare			LLLLL	n.		beer	1594		
akaabwo	aka	abwo	LLLL	a.	12	"their(s), its"	1595		
akaabyo	aka	abyo	LLLL	a.	12	"their(s), its"	1596		
akaago	aka	ago	LLLL	a.	12	"their(s), its"	1597		
akaagwo	aka	agwo	LLLL	a.	12	its	1598		
kaaha?	kaa	ha	LLL	a.	12	which one?	1599		
kaahe?	kaa	he	LLL	a.	12	which one?	1600		(K)
kaahereera	kaa	hereera	HHHLLL	n.	12	youngest child	1601		(A)
kaahi?	kaa	hi	LLL	a.	12	which one?	1602		(A)
akaaho	aka	aho	LLLL	a.	12	of that place	1603		
kaahwa		kaahwa	LLL	n.		coffee	1604		(K)
kaaka		kaaka	HLL	n.	1a?	my grandmother; grannie	1605		(A)
kaaki		kaaki	LLL	n.		khaki	1606		
akaakizira	aka	akizira	LLLLLL	n.	12	slightest noise	1607		
akaako	aka	ako	LLLL	a.	12	its	1608		
akaaku	aka	aku	LLLL	n.	12	elephant's trunk	1609		(A)
akaakwo	aka	akwo	LLLL	a.	12	its	1610		
akaakyo	aka	akyo	LLLL	a.	12	its	1611		
kaamukungu	kaa mu	kungu	LLLFL	n.		kutŽra kaamukžngu: stand on one's head	1612		
kaamukyerengye	kaa mu	kyerengye	LLLLHL	n.		pin-tailed whydah (bird)	1613		(A)
kaamunywa-maizi	kaa mu	nywa-maizi	LLLLHLL	n.		curlew	1614		
kaamushungushungu	kaa mu	shungushungu	LLLLHLL	n.		crested eagle	1615		(K)
kaamutegyengyere	kaamu	tegyengyere	LLLLLHL	n.		pin-tailed whydah (bird)	1616		
kaamuzinzi	kaamu	zinzi	LLLFL	n.		hammerkop	1617		
akaamwo	aka	amwo	LLLL	a.	12	that one inside	1618		
akaana	ak	aana	LHLL	n.	12	small child	1619		
akaanira-mpanga	aka	anira-mpanga	LLLLLLL	n.	12	"hawk, kestrel"	1620		(A)
akaanya	ak	aanya	LHLL	n.	12	"moment; space, gap"	1621		
ekaanyima	e	kaanyima	LLLLL	n.		back of the house	1622		
kaanyinaabiri	kaa	nyinaabiri	LLLHHLL	n.		double-storied house	1623		
kaanyonza	kaa	nyonza	LLHL	n.		robin-chat	1624		
akaanyu	ak	aanyu	LHLL	a.	12	your(s)	1625		
akaara	ak	aara	LHLL	n.	12	claw; rwa k‡ˆra: red in tooth and claw	1626		
akaaro	aka	aro	LLLL	n.	12	small village	1627		
Kaaro			LLL	n.		Kaaro-karœngi: Ankole	1628		
kaarwenda	kaa	rwenda	LLLL	n.		tree like cypress	1629		
kaarweza	kaa	rweza	LLLL	n.		salt-and-butter sauce	1630		(A)
akaarwo	aka	arwo	LLLL	a.	12	its	1631		
akaaryo	aka	aryo	LLLL	a.	12	its	1632		
akaasha	aka	asha	LLLL	n.	12	mountain pass; (K) blemish on forehead	1633		(A)
kaashwa	kaa	shwa	LLL	i.		how much rather	1634		
Kaata			HHL	n.		February	1635		
akaatampaama	aka	atampaama	LLLLHLL	n.	12	kind of mushroom	1636		
kaaturi		kaaturi	LLLL	n.		catapult	1637		(K)
akaatwo	aka	atwo	LLLL	a.	12	"their(s), its"	1638		
kaawa		kaawa	LLL	n.		coffee	1639		
akaawe	aka	awe	LLLL	a.	12	your(s)	1640		
akaayo	aka	ayo	LLLL	a.	12	"their(s), its"	1641		
*kaazirungi	kaa	zirungi	LLLHL	n.		light brown; ekya kaazirœngi: khaki	1642		
akagoba	aka	goba	LLHL	n.	12	goal at football	1643		
kagoma			LLL	n.		bateleur eagle	1644		
akagomba-mburi	aka	gomba-mburi	LLLLLL	n.	12	ankle	1645		
akagombe	aka	gombe	LLHL	n.	12	small group; section	1646		
akagufu	aka	gufu	LLHL	a.	12	short	1647		
akaguguna	aka	guguna	LLLLL	n.	12	bed-bug	1648		
akaguha	aka	guha	LLLL	n.	12	string	1649		
akagurusi	aka	gurusi	LLLHL	n.	12	little old man	1650		
akagwandare	aka	gwandare	LLLLL	n.	12	"thin, delicate"	1651		(A)
akagwe	aka	gwe	LLL	n.	12	accident; miracle	1652		
akagyera	aka	gyera	LLLL	n.	12	stream; ravine	1653		
akahanda	aka	handa	LLFL	n.	12	"path, track"	1654		
akahanga	aka	hanga	LLLL	n.	12	"dell, ravine"	1655		
akahanga	aka	hanga	LLHL	n.	12	akah‡nga k'—mœtwe: skull	1656		
kahangaare!			LLHLL	i.		long life to you!	1657		
akahango	aka	hango	LLFL	a.	12	large	1658		
akaharamaata	aka	haramaata	LLLLHLL	n.	12	barren land	1659		
akahararo	aka	hararo	LLLLL	n.	12	infatuation	1660		
akaheheero	aka	heheero	LLLLLL	n.	12	tickling in the throat	1661		
kahembe			LLL	n.		"minx, tartar"	1662		
akahera	aka	hera	LLHL	n.	12	little-finger	1663		
akahereire	aka	hereire	LHLLLL	a.	12	nearby	1664		
akahikire	aka	hikire	LHLLL	a.	12	"right, correct"	1665		
Kahingo			LFL	n.		June	1666		
akaho	aka	ho	LLL	n.	12	mist	1667		
akahoiho	aka	hoiho	LLLLL	n.	12	moth	1668		(A)
akahoiho	aka	hoiho	LLHLL	n.	12	cheek near the temple	1669		
akahoro	aka	horo	LLHL	n.	12	kept food	1670		
akahuka	aka	huka	LLHL	n.	12	germ	1671		(G)
akahumbi	aka	humbi	LLLL	n.	12	a myriad	1672		
kahumpuri			LLHL	n.		cholera	1673		
akahundu	aka	hundu	LLLL	n.	12	bat	1674		
akahungabebe	aka	hungabebe	LLLLLL	n.	12	small termite	1675		
akahungira	aka	hungira	LLLLL	n.	12	mannikin (bird)	1676		(K)
akahura	aka	hura	LLHL	n.	12	small bee	1677		
akahuriire	aka	huriire	LHLLLL	a.	12	living	1678		
kahuru			LHL	n.		lightning thief	1679		
akahuumuro	aka	huumuro	LLHHLL	n.	12	"pause, break"	1680		
akahweire	aka	hweire	LHLLL	a.	12	past	1681		
akaiba	aka	iba	LLLL	n.	12	pigeon	1682		
akaicokombe	aka	icokombe	LLLLLL	n.	12	kutŽra akaicokombe hop	1683		
akaifo	aka	ifo	LHHL	n.	12	inner room; cellar	1684		(K)
kaije!			HHL	i.		welcome!	1685		
akaijwire	aka	ijwire	LHHLL	a.	12	full	1686		
kaikarakahire			LLLLHLL	n.		edible grasshopper	1687		(A)
akaina	aka	ina	LHHL	n.	12	small hole	1688		
akaine	aka	ine	LLLL	v.	12	which/it has	1689		
akaingi	aka	ingi	LHLL	a.	12	much	1690	"(e.g., danger)"	
kaingi			HLL	i.		often	1691		
akairima	aka	irima	LHHLL	n.	12	half-light	1692		
akairungu	aka	irungu	LHHLL	n.	12	spirit shrine	1693		(A)
akaishiki	aka	ishiki	LLLLL	n.	12	small girl (often contemptuous)	1694		
akaisho	aka	isho	LHLL	n.	12	small eye	1695		
aka-itaano	aka-i	taano	LHHLLL	n.	12	five-cent piece	1696		
akaitu	aka	itu	LHLL	a.	12	our(s)	1697		
akajagararo	aka	jagararo	LLHLLL	n.	12	commotion	1698		
akajagiro	aka	jagiro	LLHLL	n.	12	meeting-place; local market	1699		
akambu	aka	mbu	LLL	n.	12	swampy stream	1700		
akame	aka	me	LLL	n.	12	"small rabbit, hare"	1701		(K)
akameeme	aka	meeme	LLLLL	n.	12	breastbone	1702		
akameeza	aka	meeza	LLHHL	n.	12	occasional table	1703		
Kamena			LHL	n.		September	1704		
kamereere!			LLHLL	i.		long life to you!	1705		
akami	aka	mi	LLL	n.	12	"small rabbit, hare"	1706		(A)
akamigano	aka	migano	LLLLL	n.	12	small village	1707		
akamogo	aka	mogo	LLHL	n.	12	"blemish, vice"	1708		
kampuni			HLL	n.		company	1709		
akamwe	aka	mwe	LHL	a.	12	(the) one	1710		
akamweija	aka	mweija	LLHLL	a.	12	the other (of two)	1711		
kana			HL	i.		for four days; ekya k‡na: fourth	1712		
akanda	ak	anda	LHL	n.	12	autumn	1713		
akandi	aka	ndi	LFL	a.	12	"another, the other"	1714		
kandi			FL	i.		and; then; (after a noun) extra	1715		
akanenero	aka	nenero	LLHLL	n.	12	temple (of the head)	1716		
kangahe?	ka	ngahe	LHL	i.		how often? how many days?	1717		(K)
kangahi?	ka	ngahi	LHL	i.		how often? how many days?	1718		
akangonzi	ak	angonzi	LHLL	n.	12	ripple	1719		
akanguhi	ak	anguhi	LHLL	a.	12	light; easy	1720		
akangye	aka	ngye	LLL	a.	12	"my, mine"	1721		
akanigo	aka	nigo	LLLL	n.	12	choking	1722		
akanimi	aka	nimi	LLHL	n.	12	small bull	1723		(A)
ekanisa	e	kanisa	LLHL	n.	10-Sep	(P) church(es)	1724	< Sw.	
kankomangwa			LLHL	n.		woodpecker	1725		
kanoni		kanoni	LLL	n.		canon (church)	1726	< Engl.	
akanono	aka	nono	LLLL	n.	12	rooftop; small nail	1727		
akantu	aka	ntu	LLL	n.	12	little thing	1728		
kanu	ka	nu	HL	a.		this one	1729		(N)
akanumi	aka	numi	LLHL	n.	12	small bull	1730		(K)
akanuunu	aka	nuunu	LLHHL	n.	12	pretty flower	1731		
akanwa	aka	nwa	LLL	n.	12	mouth	1732		
akanyaafu	aka	nyaafu	LLHLL	n.	12	a beating	1733		
kanyaamunyu	ka?	nyaamunyu	LLLLL	n.		pied wagtail	1734		
kanyaananga	ka?	nyaananga	LLLLL	n.		caterpillar that spoils potatoes	1735		
kanyaanya	ka	nyaanya	LHLL	n.	?	(his) little sister	1736		
kanyaanyako	ka	nyaanyako	LHHLL	n.	?	your little sister	1737		
akanyaanyanja	aka	nyaanyanja	LLLLLL	n.	12	kingfisher	1738		
kanyaanyazi	ka	nyaanyazi	LHHLL	n.	?	my little sister	1739		
akanyabwengye	aka	nyabwengye	LLLFL	n.	12	cunning one	1740		
akanyaiganja	aka	nyaiganja	LLLLLL	n.	12	animal with paws	1741		(A)
kanyamuhebe	ka?	nyamuhebe	LLLHL	n.	12?	small black and white bird	1742		(A)
akanyamukira	aka	nyamukira	LLLLHL	n.	12	dung maggot	1743		(A)
akanyamuniini	aka	nyamuniini	LLLLHHL	n.	12	fresh fried grasshopper	1744		
akanyamurera	aka	nyamurera	LLLLHL	n.	12	fife	1745		
kanyamushungushungu	ka?	nyamushungushungu	LLLLHLL	n.		crested eagle	1746		(A)
akanyamwenyi	aka	nyamwenyi	LLLLL	n.	12	squirrel	1747		
akanyancooni	aka	nyancooni	LLLHLL	n.	12	undeveloped banana	1748		(A)
akanyangarara	aka	nyangarara	LLLLLL	n.	12	crack	1749		(A)
akanyankogote	aka	nyankogote	LLLLLL	n.	12	tortoise; turtle	1750		
akanyarara	aka	nyarara	LLLLL	n.	12	stripe	1751		
akarikufuka	aka	rikufuka	LLHLLL	a.	12	cold	1752		
